X,Y,OBJECTID,currentValueTime,currentValue,Name
-284399.352004795,6701468.19484754,9839,2015/11/11 04:15:00+00,0.499,Netham Weir
-285656.259471231,6704915.77537443,9840,2016/06/26 05:00:00+01,0.648,Eastville
-285656.259471231,6704915.77537443,9841,2016/06/26 17:00:00+01,0.53,Eastville
-284399.352004795,6701468.19484754,9842,2016/05/01 17:00:00+01,0.452,Netham Weir
-287945.67407325,6702017.94952149,9843,2015/06/20 05:15:00+01,0.074,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,9844,2015/06/26 05:15:00+01,0.94,Ashton Vale
-284252.393763688,6697912.39153731,9845,2016/05/08 17:00:00+01,0.086,Brislington
-284399.352004795,6701468.19484754,9846,2016/05/11 19:15:00+01,0.526,Netham Weir
-292299.699288219,6699323.02851977,9847,2015/07/13 05:15:00+01,0.95,Ashton Vale
-285656.259471231,6704915.77537443,9848,2015/07/13 05:30:00+01,0.348,Eastville
-284252.393763688,6697912.39153731,9849,2015/07/16 05:30:00+01,0.087,Brislington
-287945.67407325,6702017.94952149,9850,2015/07/16 05:15:00+01,0.162,Bristol Harbour Passage Street
-284399.352004795,6701468.19484754,9851,2015/07/20 05:15:00+01,1.364,Netham Weir
-293204.769686181,6697303.4512554,9852,2016/05/25 05:00:00+01,0.029,Colliters Brook
-292299.699288219,6699323.02851977,9853,2016/08/21 07:45:00+01,0.952,Ashton Vale
-285656.259471231,6704915.77537443,9854,2015/08/04 05:30:00+01,-2.5,Eastville
-285656.259471231,6704915.77537443,9855,2015/08/05 05:30:00+01,-2.5,Eastville
-284252.393763688,6697912.39153731,9856,2016/10/08 17:00:00+01,0.076,Brislington
-284252.393763688,6697912.39153731,9857,2014/12/10 03:45:00+00,0.149,Brislington
-284252.393763688,6697912.39153731,9858,2014/12/11 05:15:00+00,0.14,Brislington
-292299.699288219,6699323.02851977,9859,2014/12/18 04:15:00+00,1.008,Ashton Vale
-292299.699288219,6699323.02851977,9860,2014/12/25 10:15:00+00,0.974,Ashton Vale
-293204.769686181,6697303.4512554,9861,2014/12/26 21:30:00+00,0.352,Colliters Brook
-287945.67407325,6702017.94952149,9862,2014/12/29 04:15:00+00,0.155,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,9863,2016/02/18 12:45:00+00,0.982,Ashton Vale
-287945.67407325,6702017.94952149,9864,2016/02/19 04:00:00+00,0.255,Bristol Harbour Passage Street
-284252.393763688,6697912.39153731,9865,2015/01/01 16:30:00+00,0.126,Brislington
-293204.769686181,6697303.4512554,9866,2016/08/04 10:00:00+01,0.123,Colliters Brook
-293204.769686181,6697303.4512554,9867,2015/01/16 09:15:00+00,0.444,Colliters Brook
-292299.699288219,6699323.02851977,9868,2015/01/19 04:15:00+00,1.007,Ashton Vale
-284252.393763688,6697912.39153731,9869,2015/01/23 04:15:00+00,0.142,Brislington
-292299.699288219,6699323.02851977,9870,2015/01/23 04:15:00+00,0.969,Ashton Vale
-293204.769686181,6697303.4512554,9871,2016/08/05 17:00:00+01,0.027,Colliters Brook
-285656.259471231,6704915.77537443,9872,2016/09/20 09:30:00+01,0.296,Eastville
-285656.259471231,6704915.77537443,9873,2015/01/29 12:30:00+00,0.543,Eastville
-293204.769686181,6697303.4512554,9874,2015/01/30 09:15:00+00,0.112,Colliters Brook
-287945.67407325,6702017.94952149,9875,2015/02/02 04:15:00+00,0.151,Bristol Harbour Passage Street
-284252.393763688,6697912.39153731,9876,2015/02/05 05:15:00+00,0.104,Brislington
-284399.352004795,6701468.19484754,9877,2015/02/05 04:15:00+00,0.463,Netham Weir
-287945.67407325,6702017.94952149,9878,2015/02/19 04:15:00+00,0.16,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,9879,2016/03/10 10:00:00+00,1.217,Ashton Vale
-293204.769686181,6697303.4512554,9880,2015/02/24 09:15:00+00,0.395,Colliters Brook
-292299.699288219,6699323.02851977,9881,2015/02/25 04:15:00+00,1.063,Ashton Vale
-285656.259471231,6704915.77537443,9882,2015/03/29 05:30:00+01,0.355,Eastville
-292299.699288219,6699323.02851977,9883,2015/03/29 10:45:00+01,0.996,Ashton Vale
-285656.259471231,6704915.77537443,9884,2016/03/23 16:00:00+00,0.462,Eastville
-292299.699288219,6699323.02851977,9885,2016/03/24 04:00:00+00,0.962,Ashton Vale
-293204.769686181,6697303.4512554,9886,2014/12/11 04:15:00+00,0.138,Colliters Brook
-285656.259471231,6704915.77537443,9887,2016/09/26 21:45:00+01,0.357,Eastville
-292299.699288219,6699323.02851977,9888,2016/02/14 10:00:00+00,0.979,Ashton Vale
-287945.67407325,6702017.94952149,9889,2016/04/27 05:00:00+01,0.114,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,9890,2016/02/16 16:30:00+00,0.242,Colliters Brook
-292299.699288219,6699323.02851977,9891,2016/09/11 05:00:00+01,0.942,Ashton Vale
-285656.259471231,6704915.77537443,9892,2015/12/28 04:00:00+00,0.452999999999999,Eastville
-287945.67407325,6702017.94952149,9893,2016/02/17 15:30:00+00,0.25,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,9894,2016/07/15 05:00:00+01,0.012,Colliters Brook
-292299.699288219,6699323.02851977,9895,2016/09/13 17:00:00+01,0.933,Ashton Vale
-292299.699288219,6699323.02851977,9896,2016/08/03 17:00:00+01,-0.58,Ashton Vale
-293204.769686181,6697303.4512554,9897,2015/01/04 09:15:00+00,0.383,Colliters Brook
-284399.352004795,6701468.19484754,9898,2016/06/22 05:00:00+01,0.475,Netham Weir
-292299.699288219,6699323.02851977,9899,2015/01/08 11:30:00+00,1.566,Ashton Vale
-285656.259471231,6704915.77537443,9900,2016/06/24 05:00:00+01,0.383999999999999,Eastville
-293204.769686181,6697303.4512554,9901,2015/01/08 10:00:00+00,0.657,Colliters Brook
-293204.769686181,6697303.4512554,9902,2015/11/06 04:15:00+00,0.174,Colliters Brook
-287945.67407325,6702017.94952149,9903,2015/01/09 07:00:00+00,0.147,Bristol Harbour Passage Street
-285656.259471231,6704915.77537443,9904,2015/11/13 04:15:00+00,0.319,Eastville
-292299.699288219,6699323.02851977,9905,2015/01/14 04:15:00+00,1.191,Ashton Vale
-287945.67407325,6702017.94952149,9906,2015/11/14 12:15:00+00,0.275,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,9907,2015/01/12 17:00:00+00,0.571,Colliters Brook
-284399.352004795,6701468.19484754,9908,2015/11/23 04:15:00+00,0.519,Netham Weir
-284252.393763688,6697912.39153731,9909,2015/01/16 04:15:00+00,0.231,Brislington
-293204.769686181,6697303.4512554,9910,2016/05/18 17:15:00+01,0.053,Colliters Brook
-285656.259471231,6704915.77537443,9911,2015/07/28 12:15:00+01,0.329,Eastville
-292299.699288219,6699323.02851977,9912,2015/02/03 04:15:00+00,0.963,Ashton Vale
-292299.699288219,6699323.02851977,9913,2016/10/13 17:00:00+01,0.933,Ashton Vale
-287945.67407325,6702017.94952149,9914,2016/03/03 12:30:00+00,0.237,Bristol Harbour Passage Street
-284399.352004795,6701468.19484754,9915,2015/12/15 04:00:00+00,0.537,Netham Weir
-293204.769686181,6697303.4512554,9916,2016/03/29 17:00:00+01,0.385,Colliters Brook
-285656.259471231,6704915.77537443,9917,2016/09/07 05:00:00+01,0.348,Eastville
-293204.769686181,6697303.4512554,9918,2016/03/31 05:00:00+01,0.24,Colliters Brook
-287945.67407325,6702017.94952149,9919,2016/07/03 05:00:00+01,0.055,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,9920,2016/03/30 05:00:00+01,0.402,Colliters Brook
-292299.699288219,6699323.02851977,9921,2015/12/15 19:45:00+00,1.02,Ashton Vale
-285656.259471231,6704915.77537443,9922,2016/11/21 10:45:00+00,0.714,Eastville
-284252.393763688,6697912.39153731,9923,2016/08/18 17:00:00+01,0.064,Brislington
-292299.699288219,6699323.02851977,9924,2015/07/06 05:15:00+01,0.944,Ashton Vale
-284252.393763688,6697912.39153731,9925,2016/12/05 04:00:00+00,0.098,Brislington
-292299.699288219,6699323.02851977,9926,2016/05/10 17:00:00+01,0.981,Ashton Vale
-284252.393763688,6697912.39153731,9927,2016/07/12 05:00:00+01,0.094,Brislington
-293204.769686181,6697303.4512554,9928,2016/12/24 09:00:00+00,0.376,Colliters Brook
-285656.259471231,6704915.77537443,9929,2016/09/16 05:00:00+01,0.314,Eastville
-293204.769686181,6697303.4512554,9930,2016/01/23 04:00:00+00,0.277,Colliters Brook
-293204.769686181,6697303.4512554,9931,2016/12/29 09:00:00+00,0.231,Colliters Brook
-292299.699288219,6699323.02851977,9932,2016/11/20 05:00:00+00,1.79,Ashton Vale
-292299.699288219,6699323.02851977,9933,2017/01/01 04:00:00+00,0.972,Ashton Vale
-287945.67407325,6702017.94952149,9934,2016/11/24 04:00:00+00,0.098,Bristol Harbour Passage Street
-285656.259471231,6704915.77537443,9935,2017/05/18 17:00:00+01,7.593,Eastville
-287945.67407325,6702017.94952149,9936,2016/11/26 16:00:00+00,0.09,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,9937,2017/05/20 17:00:00+01,0.938,Ashton Vale
-287945.67407325,6702017.94952149,9938,2016/12/03 04:00:00+00,0.117,Bristol Harbour Passage Street
-285656.259471231,6704915.77537443,9939,2016/12/05 16:15:00+00,0.365,Eastville
-287945.67407325,6702017.94952149,9940,2016/12/20 04:00:00+00,0.102,Bristol Harbour Passage Street
-284399.352004795,6701468.19484754,9941,2015/10/01 05:15:00+01,0.421,Netham Weir
-284252.393763688,6697912.39153731,9942,2017/01/02 16:00:00+00,0.129,Brislington
-287945.67407325,6702017.94952149,9943,2016/08/29 17:00:00+01,0.068,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,9944,2015/10/29 17:30:00+00,0.946,Ashton Vale
-293204.769686181,6697303.4512554,9945,2016/06/23 10:00:00+01,0.022,Colliters Brook
-292299.699288219,6699323.02851977,9946,2016/09/26 17:00:00+01,0.94,Ashton Vale
-284399.352004795,6701468.19484754,9947,2016/10/01 17:00:00+01,0.404,Netham Weir
-287945.67407325,6702017.94952149,9948,2015/08/12 05:15:00+01,0.164,Bristol Harbour Passage Street
-284399.352004795,6701468.19484754,9949,2015/11/24 09:15:00+00,0.526,Netham Weir
-284399.352004795,6701468.19484754,9950,2016/10/13 17:00:00+01,0.13,Netham Weir
-292299.699288219,6699323.02851977,9951,2015/11/26 12:15:00+00,0.95,Ashton Vale
-292299.699288219,6699323.02851977,9952,2016/05/30 05:00:00+01,1.04,Ashton Vale
-284252.393763688,6697912.39153731,9953,2015/11/27 04:15:00+00,0.123,Brislington
-285656.259471231,6704915.77537443,9954,2016/08/24 17:00:00+01,0.31,Eastville
-284252.393763688,6697912.39153731,9955,2015/11/27 17:00:00+00,0.123,Brislington
-287945.67407325,6702017.94952149,9956,2015/09/17 05:15:00+01,0.19,Bristol Harbour Passage Street
-285656.259471231,6704915.77537443,9957,2016/06/03 17:00:00+01,0.394,Eastville
-284252.393763688,6697912.39153731,9958,2016/10/03 05:00:00+01,0.075,Brislington
-284399.352004795,6701468.19484754,9959,2015/12/10 04:00:00+00,0.523,Netham Weir
-284252.393763688,6697912.39153731,9960,2016/09/09 17:00:00+01,0.072,Brislington
-293204.769686181,6697303.4512554,9961,2016/07/05 17:00:00+01,0.001,Colliters Brook
-284399.352004795,6701468.19484754,9962,2016/04/16 00:00:00+01,0.492,Netham Weir
-292299.699288219,6699323.02851977,9963,2016/09/10 17:00:00+01,0.931,Ashton Vale
-292299.699288219,6699323.02851977,9964,2015/04/28 05:15:00+01,0.965,Ashton Vale
-293204.769686181,6697303.4512554,9965,2016/09/23 05:00:00+01,-0.007,Colliters Brook
-292299.699288219,6699323.02851977,9966,2016/04/18 05:15:00+01,0.957,Ashton Vale
-284399.352004795,6701468.19484754,9967,2016/04/18 12:00:00+01,0.505,Netham Weir
-287945.67407325,6702017.94952149,9968,2016/08/12 17:00:00+01,0.055,Bristol Harbour Passage Street
-284252.393763688,6697912.39153731,9969,2015/05/20 05:15:00+01,0.106,Brislington
-292299.699288219,6699323.02851977,9970,2016/08/13 17:00:00+01,0.905,Ashton Vale
-284252.393763688,6697912.39153731,9971,2015/05/23 09:30:00+01,0.084,Brislington
-292299.699288219,6699323.02851977,9972,2016/09/24 05:00:00+01,0.948,Ashton Vale
-287945.67407325,6702017.94952149,9973,2016/04/29 17:00:00+01,0.135,Bristol Harbour Passage Street
-287945.67407325,6702017.94952149,9974,2015/12/24 04:00:00+00,0.241000000000001,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,9975,2016/07/09 05:00:00+01,1,Ashton Vale
-284252.393763688,6697912.39153731,9976,2015/12/29 04:00:00+00,0.157,Brislington
-284252.393763688,6697912.39153731,9977,2016/07/14 17:00:00+01,0.083,Brislington
-287945.67407325,6702017.94952149,9978,2016/01/05 04:00:00+00,0.246,Bristol Harbour Passage Street
-285656.259471231,6704915.77537443,9979,2016/09/13 17:00:00+01,0.367,Eastville
-293204.769686181,6697303.4512554,9980,2016/01/09 16:45:00+00,0.38,Colliters Brook
-284399.352004795,6701468.19484754,9981,2016/09/15 05:00:00+01,0.419,Netham Weir
-292299.699288219,6699323.02851977,9982,2015/11/01 04:15:00+00,0.946,Ashton Vale
-293204.769686181,6697303.4512554,9983,2016/10/01 05:00:00+01,-0.008,Colliters Brook
-284399.352004795,6701468.19484754,9984,2015/11/16 04:15:00+00,0.553,Netham Weir
-285656.259471231,6704915.77537443,9985,2015/11/16 04:15:00+00,0.38,Eastville
-284399.352004795,6701468.19484754,9986,2016/09/04 17:00:00+01,0.428,Netham Weir
-284399.352004795,6701468.19484754,9987,2015/07/23 05:15:00+01,1.243,Netham Weir
-284399.352004795,6701468.19484754,9988,2015/07/26 21:45:00+01,0.448,Netham Weir
-292299.699288219,6699323.02851977,9989,2015/07/30 05:15:00+01,0.945,Ashton Vale
-293204.769686181,6697303.4512554,9990,2015/08/12 05:15:00+01,-0.01,Colliters Brook
-284399.352004795,6701468.19484754,9991,2016/05/21 17:00:00+01,0.422,Netham Weir
-284252.393763688,6697912.39153731,9992,2016/09/06 17:00:00+01,0.086,Brislington
-284399.352004795,6701468.19484754,9993,2015/12/08 04:00:00+00,0.546,Netham Weir
-285656.259471231,6704915.77537443,9994,2016/06/30 21:15:00+01,0.465,Eastville
-285656.259471231,6704915.77537443,9995,2016/07/01 17:00:00+01,0.458,Eastville
-287945.67407325,6702017.94952149,9996,2015/12/15 04:00:00+00,0.224,Bristol Harbour Passage Street
-285656.259471231,6704915.77537443,9997,2016/05/01 05:00:00+01,0.383999999999999,Eastville
-293204.769686181,6697303.4512554,9998,2015/06/27 10:15:00+01,-0.019,Colliters Brook
-287945.67407325,6702017.94952149,9999,2015/06/29 05:15:00+01,0.103,Bristol Harbour Passage Street
-285656.259471231,6704915.77537443,10000,2016/08/19 05:00:00+01,0.283,Eastville
-287945.67407325,6702017.94952149,10001,2015/07/04 05:15:00+01,-0.059,Bristol Harbour Passage Street
-285656.259471231,6704915.77537443,10002,2016/05/10 05:00:00+01,0.53,Eastville
-284399.352004795,6701468.19484754,10003,2015/07/15 05:15:00+01,1.116,Netham Weir
-284252.393763688,6697912.39153731,10004,2016/07/09 05:00:00+01,0.084,Brislington
-292299.699288219,6699323.02851977,10005,2016/07/10 05:00:00+01,0.953,Ashton Vale
-285656.259471231,6704915.77537443,10006,2016/07/10 05:00:00+01,0.378,Eastville
-292299.699288219,6699323.02851977,10007,2015/12/30 11:00:00+00,0.986,Ashton Vale
-284252.393763688,6697912.39153731,10008,2016/07/13 05:00:00+01,0.087,Brislington
-292299.699288219,6699323.02851977,10009,2016/10/14 22:00:00+01,0.942,Ashton Vale
-284399.352004795,6701468.19484754,10010,2016/01/03 11:15:00+00,0.717,Netham Weir
-285656.259471231,6704915.77537443,10011,2016/07/14 17:00:00+01,0.369,Eastville
-284252.393763688,6697912.39153731,10012,2016/01/12 04:00:00+00,0.164,Brislington
-284252.393763688,6697912.39153731,10013,2016/07/16 05:00:00+01,0.084,Brislington
-292299.699288219,6699323.02851977,10014,2016/01/14 12:00:00+00,0.987,Ashton Vale
-285656.259471231,6704915.77537443,10015,2016/01/14 12:30:00+00,0.369,Eastville
-284399.352004795,6701468.19484754,10016,2016/01/14 04:00:00+00,0.618,Netham Weir
-285656.259471231,6704915.77537443,10017,2016/01/15 04:00:00+00,0.348,Eastville
-285656.259471231,6704915.77537443,10018,2014/12/13 18:45:00+00,0.52,Eastville
-287945.67407325,6702017.94952149,10019,2016/01/20 04:00:00+00,0.197,Bristol Harbour Passage Street
-285656.259471231,6704915.77537443,10020,2014/12/17 10:45:00+00,0.484,Eastville
-284252.393763688,6697912.39153731,10021,2014/12/21 04:15:00+00,0.16,Brislington
-284252.393763688,6697912.39153731,10022,2016/11/23 04:00:00+00,0.22,Brislington
-293204.769686181,6697303.4512554,10023,2014/12/26 09:15:00+00,0.152,Colliters Brook
-284399.352004795,6701468.19484754,10024,2016/12/04 04:00:00+00,0.454,Netham Weir
-293204.769686181,6697303.4512554,10025,2016/08/03 05:00:00+01,0.159,Colliters Brook
-293204.769686181,6697303.4512554,10026,2016/12/10 16:00:00+00,0.42,Colliters Brook
-284252.393763688,6697912.39153731,10027,2015/01/04 08:30:00+00,0.206,Brislington
-284252.393763688,6697912.39153731,10028,2016/12/28 04:00:00+00,0.1,Brislington
-284252.393763688,6697912.39153731,10029,2015/01/19 04:15:00+00,0.174,Brislington
-284399.352004795,6701468.19484754,10030,2015/10/30 15:45:00+00,0.439,Netham Weir
-285656.259471231,6704915.77537443,10031,2015/01/22 12:30:00+00,0.782,Eastville
-284252.393763688,6697912.39153731,10032,2016/06/23 06:00:00+01,0.086,Brislington
-293204.769686181,6697303.4512554,10033,2015/01/28 04:15:00+00,0.119,Colliters Brook
-292299.699288219,6699323.02851977,10034,2016/09/03 05:00:00+01,0.941,Ashton Vale
-287945.67407325,6702017.94952149,10035,2015/02/03 04:15:00+00,0.148,Bristol Harbour Passage Street
-284252.393763688,6697912.39153731,10036,2015/11/21 04:15:00+00,0.166,Brislington
-285656.259471231,6704915.77537443,10037,2016/03/01 14:00:00+00,0.737,Eastville
-293204.769686181,6697303.4512554,10038,2015/11/24 19:45:00+00,0.15,Colliters Brook
-292299.699288219,6699323.02851977,10039,2015/02/13 11:00:00+00,0.965,Ashton Vale
-284252.393763688,6697912.39153731,10040,2015/12/02 04:00:00+00,0.177,Brislington
-287945.67407325,6702017.94952149,10041,2015/02/23 09:45:00+00,0.11,Bristol Harbour Passage Street
-284252.393763688,6697912.39153731,10042,2016/09/08 05:00:00+01,0.08,Brislington
-285656.259471231,6704915.77537443,10043,2015/03/30 05:30:00+01,0.359,Eastville
-285656.259471231,6704915.77537443,10044,2016/07/01 05:00:00+01,0.463,Eastville
-284252.393763688,6697912.39153731,10045,2016/03/24 05:00:00+00,0.099,Brislington
-284252.393763688,6697912.39153731,10046,2016/07/03 05:00:00+01,0.113,Brislington
-287945.67407325,6702017.94952149,10047,2015/04/02 05:15:00+01,0.187,Bristol Harbour Passage Street
-284399.352004795,6701468.19484754,10048,2016/07/05 17:00:00+01,0.386,Netham Weir
-284252.393763688,6697912.39153731,10049,2016/04/07 17:00:00+01,0.109,Brislington
-285656.259471231,6704915.77537443,10050,2016/04/08 05:00:00+01,0.393,Eastville
-293204.769686181,6697303.4512554,10051,2016/04/11 17:00:00+01,0.41,Colliters Brook
-293204.769686181,6697303.4512554,10052,2016/10/04 10:00:00+01,-0.008,Colliters Brook
-293204.769686181,6697303.4512554,10053,2015/03/14 21:15:00+00,0.151,Colliters Brook
-284252.393763688,6697912.39153731,10054,2016/06/10 20:30:00+01,0.129,Brislington
-287945.67407325,6702017.94952149,10055,2016/03/23 04:00:00+00,0.104,Bristol Harbour Passage Street
-284252.393763688,6697912.39153731,10056,2016/09/30 05:00:00+01,0.097,Brislington
-284252.393763688,6697912.39153731,10057,2017/02/14 04:00:00+00,0.113,Brislington
-285656.259471231,6704915.77537443,10058,2015/10/17 05:15:00+01,0.309,Eastville
-292299.699288219,6699323.02851977,10059,2017/02/24 20:30:00+00,0.962,Ashton Vale
-292299.699288219,6699323.02851977,10060,2016/06/17 17:00:00+01,0.938,Ashton Vale
-285656.259471231,6704915.77537443,10061,2017/03/01 04:00:00+00,7.853,Eastville
-293204.769686181,6697303.4512554,10062,2015/10/24 05:15:00+01,0.003,Colliters Brook
-284252.393763688,6697912.39153731,10063,2017/03/08 16:00:00+00,0.164,Brislington
-285656.259471231,6704915.77537443,10064,2016/09/02 22:45:00+01,0.313,Eastville
-287945.67407325,6702017.94952149,10065,2017/03/11 04:00:00+00,0.188,Bristol Harbour Passage Street
-284399.352004795,6701468.19484754,10066,2017/03/14 04:00:00+00,0.528,Netham Weir
-285656.259471231,6704915.77537443,10067,2017/05/23 05:00:00+01,7.51,Eastville
-284252.393763688,6697912.39153731,10068,2017/03/27 22:00:00+01,0.114,Brislington
-292299.699288219,6699323.02851977,10069,2017/06/05 05:00:00+01,0.941,Ashton Vale
-292299.699288219,6699323.02851977,10070,2017/04/02 05:00:00+01,0.951,Ashton Vale
-293204.769686181,6697303.4512554,10071,2016/09/08 05:00:00+01,-0.003,Colliters Brook
-292299.699288219,6699323.02851977,10072,2017/04/10 17:00:00+01,0.908,Ashton Vale
-293204.769686181,6697303.4512554,10073,2015/06/22 05:15:00+01,-0.015,Colliters Brook
-285656.259471231,6704915.77537443,10074,2017/01/16 04:00:00+00,7.724,Eastville
-284399.352004795,6701468.19484754,10075,2015/07/05 07:15:00+01,0.398,Netham Weir
-287945.67407325,6702017.94952149,10076,2017/01/25 16:00:00+00,0.087,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,10077,2015/07/03 05:15:00+01,0.936,Ashton Vale
-284399.352004795,6701468.19484754,10078,2017/02/06 16:00:00+00,0.575,Netham Weir
-292299.699288219,6699323.02851977,10079,2016/10/07 17:00:00+01,0.934,Ashton Vale
-293204.769686181,6697303.4512554,10080,2016/11/27 04:00:00+00,0.386,Colliters Brook
-287945.67407325,6702017.94952149,10081,2016/09/30 05:00:00+01,0.023,Bristol Harbour Passage Street
-284399.352004795,6701468.19484754,10082,2016/12/02 04:00:00+00,0.462,Netham Weir
-284399.352004795,6701468.19484754,10083,2016/10/14 05:00:00+01,0.331,Netham Weir
-292299.699288219,6699323.02851977,10084,2016/12/06 04:00:00+00,0.957,Ashton Vale
-293204.769686181,6697303.4512554,10085,2015/10/25 04:15:00+00,0.026,Colliters Brook
-293204.769686181,6697303.4512554,10086,2016/12/11 09:00:00+00,0.445,Colliters Brook
-284252.393763688,6697912.39153731,10087,2017/01/02 04:00:00+00,0.138,Brislington
-293204.769686181,6697303.4512554,10088,2016/12/16 04:00:00+00,0.397,Colliters Brook
-285656.259471231,6704915.77537443,10089,2017/01/03 16:30:00+00,7.723,Eastville
-285656.259471231,6704915.77537443,10090,2016/12/16 16:00:00+00,7.769,Eastville
-284252.393763688,6697912.39153731,10091,2017/01/13 04:00:00+00,0.168,Brislington
-292299.699288219,6699323.02851977,10092,2016/12/18 04:00:00+00,0.965,Ashton Vale
-284252.393763688,6697912.39153731,10093,2017/01/15 16:00:00+00,0.129,Brislington
-284252.393763688,6697912.39153731,10094,2016/12/29 05:00:00+00,0.097,Brislington
-292299.699288219,6699323.02851977,10095,2017/01/19 04:00:00+00,0.958,Ashton Vale
-293204.769686181,6697303.4512554,10096,2017/05/15 10:00:00+01,0.003,Colliters Brook
-293204.769686181,6697303.4512554,10097,2017/05/16 05:00:00+01,0.011,Colliters Brook
-284252.393763688,6697912.39153731,10098,2017/05/22 05:00:00+01,0.074,Brislington
-284399.352004795,6701468.19484754,10099,2017/05/22 17:00:00+01,0.328,Netham Weir
-287945.67407325,6702017.94952149,10100,2017/05/25 07:15:00+01,6.133,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,10101,2017/05/28 10:30:00+01,0.907,Ashton Vale
-292299.699288219,6699323.02851977,10102,2016/01/22 17:45:00+00,1.045,Ashton Vale
-293204.769686181,6697303.4512554,10103,2016/01/31 04:00:00+00,0.304,Colliters Brook
-293204.769686181,6697303.4512554,10104,2016/07/25 17:00:00+01,0.015,Colliters Brook
-293204.769686181,6697303.4512554,10105,2016/02/01 04:00:00+00,0.283,Colliters Brook
-287945.67407325,6702017.94952149,10106,2016/02/03 04:00:00+00,0.198,Bristol Harbour Passage Street
-285656.259471231,6704915.77537443,10107,2016/07/28 17:00:00+01,0.309,Eastville
-287945.67407325,6702017.94952149,10108,2017/02/07 04:00:00+00,0.093,Bristol Harbour Passage Street
-284399.352004795,6701468.19484754,10109,2016/02/09 17:30:00+00,0.799,Netham Weir
-285656.259471231,6704915.77537443,10110,2016/02/09 21:15:00+00,0.712,Eastville
-285656.259471231,6704915.77537443,10111,2016/07/31 17:00:00+01,0.298,Eastville
-292299.699288219,6699323.02851977,10112,2016/09/18 05:00:00+01,0.939,Ashton Vale
-292299.699288219,6699323.02851977,10113,2016/10/16 05:00:00+01,0.949,Ashton Vale
-292299.699288219,6699323.02851977,10114,2016/11/03 16:00:00+00,0.938,Ashton Vale
-293204.769686181,6697303.4512554,10115,2016/11/05 16:00:00+00,0.031,Colliters Brook
-293204.769686181,6697303.4512554,10116,2016/11/17 16:00:00+00,0.433,Colliters Brook
-292299.699288219,6699323.02851977,10117,2016/11/11 16:00:00+00,0.935,Ashton Vale
-284399.352004795,6701468.19484754,10118,2015/09/21 05:15:00+01,0.436,Netham Weir
-284399.352004795,6701468.19484754,10119,2015/09/22 12:30:00+01,0.398,Netham Weir
-284252.393763688,6697912.39153731,10120,2016/06/05 17:00:00+01,0.083,Brislington
-292299.699288219,6699323.02851977,10121,2016/08/28 17:00:00+01,0.902,Ashton Vale
-293204.769686181,6697303.4512554,10122,2016/09/30 05:00:00+01,0.002,Colliters Brook
-293204.769686181,6697303.4512554,10123,2016/06/09 17:00:00+01,0.017,Colliters Brook
-285656.259471231,6704915.77537443,10124,2016/08/30 17:00:00+01,0.318,Eastville
-284252.393763688,6697912.39153731,10125,2016/08/31 05:00:00+01,0.068,Brislington
-287945.67407325,6702017.94952149,10126,2015/10/07 05:15:00+01,0.227,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,10127,2015/10/08 05:15:00+01,0.016,Colliters Brook
-284252.393763688,6697912.39153731,10128,2016/06/12 17:00:00+01,0.109,Brislington
-292299.699288219,6699323.02851977,10129,2016/09/01 21:30:00+01,0.934,Ashton Vale
-293204.769686181,6697303.4512554,10130,2015/10/22 05:15:00+01,0.006,Colliters Brook
-285656.259471231,6704915.77537443,10131,2016/06/19 17:00:00+01,0.43,Eastville
-293204.769686181,6697303.4512554,10132,2016/06/20 10:00:00+01,0.099,Colliters Brook
-284252.393763688,6697912.39153731,10133,2016/09/28 05:00:00+01,0.071,Brislington
-285656.259471231,6704915.77537443,10134,2015/08/27 05:15:00+01,0.343999999999999,Eastville
-293204.769686181,6697303.4512554,10135,2016/05/30 17:00:00+01,0.02,Colliters Brook
-287945.67407325,6702017.94952149,10136,2016/09/29 17:00:00+01,0.063,Bristol Harbour Passage Street
-285656.259471231,6704915.77537443,10137,2015/09/16 05:15:00+01,0.316,Eastville
-292299.699288219,6699323.02851977,10138,2016/04/13 17:00:00+01,0.928,Ashton Vale
-284399.352004795,6701468.19484754,10139,2017/02/08 16:00:00+00,0.576,Netham Weir
-284399.352004795,6701468.19484754,10140,2017/02/11 16:00:00+00,0.526,Netham Weir
-284399.352004795,6701468.19484754,10141,2017/02/14 16:00:00+00,0.509,Netham Weir
-293204.769686181,6697303.4512554,10142,2017/02/22 04:00:00+00,0.058,Colliters Brook
-284399.352004795,6701468.19484754,10143,2017/03/02 04:00:00+00,0.533,Netham Weir
