X,Y,FID,datetime,siteid,tc_cfu,ec_cfu,tc_mpn,ec_mpn,p_ecc_cfu,fs_cfu,temp,ph,cond,do,dopc,phosphate_,salinity,clost_perf,ammonium_n,turb,ammonium_1,nitrite,nitrate,fcoliforms,bod,cod,sussolids,id,sitename,river,total_coli,total_ecol
-292611.7439,6698558.07,1,2013/09/12 10:18:00+01,r4,0,0,0,0,0,0,13.7,3.95,1398,8.13,64.4,0.1,0.71,0,0,0,0,0,0,0,0,0,0,9384,Silbury Road,Colliter's Brook,0,0
-284290.0319,6696286.375,2,2013/09/12 11:51:00+01,r8,0,0,0,0,0,0,13.5,7.76,732,8.35,66,0.4,0.36,0,0,0,0,0,0,0,0,0,0,9386,Lynet Way,Brislington Brook,0,0
-284290.0319,6696286.375,3,2013/10/14 11:15:00+01,r8,0,0,0,0,0,0,11.4,8.29,581,9.73,89.2,0.2,0.28,0,0,0,0,0,0,0,0,0,0,9390,Lynet Way,Brislington Brook,0,0
-283531.5172,6702054.508,4,2013/10/14 11:40:00+01,r17,0,0,0,0,0,0,12.9,8.24,699,7.56,71.8,0.3,0.34,0,0,0,0,0,0,0,0,0,0,9392,St Anne's Ferry,River Avon,0,0
-293739.7174,6708986.086,5,2013/10/14 13:00:00+01,r3,20100,0,0,0,0,0,11.6,8.42,597,9.86,90.9,0.1,0.29,0,0,0,0,0,0,6200,0,0,0,9394,Coombe Dingle,Trym,20100,0
-292611.7439,6698558.07,6,2013/11/14 09:33:00+00,r4,0,0,0,0,0,0,9.7,7.67,760,0,0,0.03,0.37,0,0,0,0,0,0,0,0,0,0,9395,Silbury Road,Colliter's Brook,0,0
-293739.7174,6708986.086,7,2013/11/14 11:47:00+00,r3,8000,0,0,0,0,0,10.2,7.94,858,0,0,0.1,0.42,0,0,0,0,0,0,2000,0,0,0,9401,Coombe Dingle,Trym,8000,0
-292611.7439,6698558.07,8,2014/01/15 10:15:00+00,r4,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,9409,Silbury Road,Colliter's Brook,0,0
-292611.7439,6698558.07,9,2014/02/11 09:55:00+00,r4,0,0,0,0,0,0,7.3,7.99,633,11.11,92.4,0.03,0.31,0,0,0,0,0,0,0,0,0,0,9416,Silbury Road,Colliter's Brook,0,0
-292611.7439,6698558.07,10,2014/03/19 10:00:00+00,r4,0,0,0,0,0,0,8.9,7.32,1043,0.16,1.4,0.03,0.52,0,0,0,0,0,0,0,0,0,0,9423,Silbury Road,Colliter's Brook,0,0
-289038.5489,6699277.007,11,2014/03/19 10:20:00+00,r7a,0,0,0,0,0,0,9.4,7.56,1036,10.03,88,0.1,0.52,0,0,0,0,0,0,0,0,0,0,9424,Cotswold Road,Malago,0,0
-289038.5489,6699277.007,12,2014/04/16 11:18:00+01,r7a,0,0,0,0,0,0,9,8.42,950,0,0,0.09,0.47,0,0,0,0,0,0,0,0,0,0,9431,Cotswold Road,Malago,0,0
-291161.3116,6695884.741,13,2014/05/15 12:12:00+01,r6,201000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0,0,9438,Manor Woods,Malago,201000,0
-289038.5489,6699277.007,14,2014/05/15 10:50:00+01,r7a,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,9442,Cotswold Road,Malago,0,0
-289397.3833,6710253.503,15,2014/05/19 12:01:00+01,r2,201000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,9446,Trowbridge Road,Trym,201000,0
-283014.091,6707767.996,16,2014/05/19 12:35:00+01,r14,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,9449,Snuff Mills,Frome,2010,0
-286809.3944,6704598.863,17,2014/05/19 12:52:00+01,r15,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,0,0,0,9451,Mina Park,Horfield Brook,24000,0
-290357.9935,6709588.918,18,2014/06/25 11:15:00+01,r2a,36000,0,0,0,0,0,16.3,7.99,794,4.81,49.1,0,0.39,0,0,0,0,0,0,3200,0,0,0,9460,Badock's Wood,Trym,36000,0
-289727.56,6695816.793,19,2014/07/11 10:55:00+01,r5,2000,0,0,0,0,0,16.7,7.89,700,3.85,39.6,0,0.34,0,0,0,0,0,0,1300,0,0,0,9467,Crox Bottom,Pigeonhouse Stream,2000,0
-283014.091,6707767.996,20,2014/07/14 12:50:00+01,r14,2000,0,0,0,0,0,16.1,8.34,750,9.22,93.9,0,0.37,0,0,0,0,0,0,1000,0,0,0,9482,Snuff Mills,Frome,2000,0
-286809.3944,6704598.863,21,2014/07/14 12:32:00+01,r15,31000,0,0,0,0,0,14.5,8.12,941,9.3,91.5,0,0.47,0,0,0,0,0,0,5000,0,0,0,9484,Mina Park,Horfield Brook,31000,0
-286809.3944,6704598.863,22,2014/08/26 11:11:00+01,r15,201000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201000,0,0,0,9502,Mina Park,Horfield Brook,201000,0
-284635.2396,6706106.607,23,2014/08/26 12:00:00+01,r13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9503,Eastville Park Lake,Frome,0,0
-283539.2487,6703423.754,24,2014/10/01 17:00:00+01,r11,0,0,0,0,0,0,0,0,0,0,59.3,0,0,0,0,0,0,0,0,0,0,0,0,9538,St Georges Park,St Georges Park Lake,0,0
-283539.2487,6703423.754,25,2014/10/01 17:04:00+01,r11,0,0,0,0,0,0,0,0,0,0,57.1,0,0,0,0,0,0,0,0,0,0,0,0,9539,St Georges Park,St Georges Park Lake,0,0
-283539.2487,6703423.754,26,2014/10/02 09:50:00+01,r11,0,0,0,0,0,0,0,0,0,0,35.2,0,0,0,0,0,0,0,0,0,0,0,0,9541,St Georges Park,St Georges Park Lake,0,0
-283539.2487,6703423.754,27,2014/10/07 17:30:00+01,r11,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,9547,St Georges Park,St Georges Park Lake,0,0
-283539.2487,6703423.754,28,2014/10/15 17:05:00+01,r11,0,0,0,0,0,0,0,0,0,0,61.3,0,0,0,0,0,0,0,0,0,0,0,0,9556,St Georges Park,St Georges Park Lake,0,0
-284290.0319,6696286.375,29,2014/10/16 11:59:00+01,r8,0,0,0,0,0,0,13,7.94,538,10.49,99.4,0.1,0.26,0,0,0,0,0,0,0,0,0,0,9563,Lynet Way,Brislington Brook,0,0
-284290.0319,6696286.375,30,2014/12/18 11:05:00+00,r8,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,9577,Lynet Way,Brislington Brook,0,0
-283531.5783,6699580.084,31,2015/01/20 11:01:00+00,r9,8000,0,0,0,0,0,5.7,8.12,667,13.9,111.1,0.1,0.33,0,0,0,0,0,0,1450,0,0,0,9585,Allison Road,Brislington Brook,8000,0
-287282.373,6703047.902,32,2015/01/20 11:33:00+00,r14a,0,0,0,0,0,0,5.1,8.12,657,13.85,109,0.08,0.32,0,0,0,0,0,0,0,0,0,0,9587,Wade Street,Frome,0,0
-283531.5783,6699580.084,33,2015/02/24 10:24:00+00,r9,41000,0,0,0,0,0,6.9,8.04,576,15.96,131.3,0.07,0.28,0,0,0,0,0,0,3000,0,0,0,9592,Allison Road,Brislington Brook,41000,0
-289404.0826,6698090.888,34,2015/05/18 12:15:00+01,r7b,33000,0,0,0,0,0,12.4,7.88,342.3,8.03,75.3,0,0.16,0,0,0,0,0,0,3000,0,0,0,9612,Brixham Road,Malago,33000,0
-283531.5783,6699580.084,35,2015/05/18 13:10:00+01,r9,195000,0,0,0,0,0,12.7,8.18,234.5,10.17,96,0.12,0.11,0,0,0,0,0,0,38000,0,0,0,9613,Allison Road,Brislington Brook,195000,0
-283531.5172,6702054.508,36,2015/05/19 13:20:00+01,r17,0,0,0,0,0,0,13.9,8.02,725,9.12,88.5,0.17,0.36,0,0,0,0,0,0,0,0,0,0,9617,St Anne's Ferry,River Avon,0,0
-293739.7174,6708986.086,37,2015/07/22 11:05:00+01,r3,24000,0,0,0,0,0,14.9,8.13,820,9.27,92,0.3,0.4,0,0,0,0,0,0,12000,0,0,0,9653,Coombe Dingle,Trym,24000,0
-283539.2487,6703423.754,38,2015/07/16 12:54:00+01,r11,0,0,0,0,0,0,19.2,8.13,448.9,3.67,39.8,0,0.22,0,0,0,0,0,0,0,0,0,0,9658,St Georges Park,St Georges Park Lake,0,0
-289397.3833,6710253.503,39,2015/08/10 11:28:00+01,r2,242000,0,0,0,0,0,16.7,8.46,507,4.79,49.4,0.23,0.25,0,0,0,0,0,0,54800,0,0,0,9665,Trowbridge Road,Trym,242000,0
-293739.7174,6708986.086,40,2015/08/10 10:42:00+01,r3,5300,0,0,0,0,0,15,8.07,871,9.64,95.8,0.34,0.43,0,0,0,0,0,0,1300,0,0,0,9666,Coombe Dingle,Trym,5300,0
-291161.3116,6695884.741,41,2015/08/11 11:40:00+01,r6,21400,0,0,0,0,21400,17.1,8.3,539,8.2,85.1,0,0.26,0,0,0,0,0,0,2600,0,0,0,9675,Manor Woods,Malago,21400,0
-291161.3116,6695884.741,42,2015/09/14 11:59:00+01,r6,285000,0,0,0,0,0,15.4,7.98,344.7,9.02,90.4,0,0.17,0,0,0,0,0,0,35900,0,0,0,9683,Manor Woods,Malago,285000,0
-283014.091,6707767.996,43,2015/09/15 12:45:00+01,r14,127000,0,0,0,0,0,13.2,8.48,379.8,10.5,100.2,0,0.18,0,0,0,0,0,0,20300,0,0,0,9697,Snuff Mills,Frome,127000,0
-283531.5783,6699580.084,44,2015/10/12 13:00:00+01,r9,3100,0,0,0,0,0,10.1,7.87,769,10.22,90.9,0,0.38,0,0,0,0,0,0,400,0,0,0,9705,Allison Road,Brislington Brook,3100,0
-287282.373,6703047.902,45,2016/01/11 11:55:00+00,r14a,0,0,0,0,0,0,8.1,7.97,556,10.83,91.9,0.14,0.27,0,0,0,0,0,0,0,0,0,0,9728,Wade Street,Frome,0,0
-284290.0319,6696286.375,46,2016/02/15 11:04:00+00,r8,0,0,0,0,0,0,6.3,8.24,678,11.3,6.3,0.08,0.33,0,0,0,0,0,0,0,0,0,0,9732,Lynet Way,Brislington Brook,0,0
-284290.0319,6696286.375,47,2016/03/17 09:47:00+00,r8,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,9739,Lynet Way,Brislington Brook,0,0
-293739.7174,6708986.086,48,2016/03/17 12:08:00+00,r3,135,0,0,0,0,0,9.1,8.23,895,9.83,85.5,0.09,0.44,0,0,0,0,0,0,86,0,0,0,9743,Coombe Dingle,Trym,135,0
-283531.5172,6702054.508,49,2016/05/25 13:07:00+01,r17,0,0,0,0,0,0,14.6,8.42,692,9.48,93.4,0.17,0.34,0,0,0,0,0,0,0,0,0,0,9758,St Anne's Ferry,River Avon,0,0
-289404.0826,6698090.888,50,2016/07/18 10:37:00+01,r7b,19200,0,0,0,0,0,15.6,8.02,1002,4.39,44.2,0,0.5,0,0,0,0,0,0,2100,0,0,0,9795,Brixham Road,Malago,19200,0
-283531.5783,6699580.084,51,2016/07/18 11:46:00+01,r9,179000,0,0,0,0,0,17.3,8.28,702,4.39,45.7,0.86,0.34,0,0,0,0,0,0,42000,0,0,0,9796,Allison Road,Brislington Brook,179000,0
-283539.2487,6703423.754,52,2016/07/18 12:19:00+01,r11,0,0,0,0,0,0,17.4,8.14,414.7,8.3,86.6,0,0.2,0,0,0,0,0,0,0,0,0,0,9801,St Georges Park,St Georges Park Lake,0,0
-284635.2396,6706106.607,53,2016/07/19 11:29:00+01,r13,0,0,0,0,0,0,22.5,8.49,606,4.98,57.5,0,0.29,0,0,0,0,0,0,0,0,0,0,9811,Eastville Park Lake,Frome,0,0
-284635.2396,6706106.607,54,2016/07/19 11:31:00+01,r13,0,0,0,0,0,55400,22.7,8.53,595,8.79,102,0,0.29,0,0,0,0,0,0,0,0,0,0,9812,Eastville Park Lake,Frome,0,0
-284635.2396,6706106.607,55,2016/07/19 11:34:00+01,r13,0,0,0,0,0,155000,23.5,8.54,597,7.92,93.3,0,0.29,0,0,0,0,0,0,0,0,0,0,9813,Eastville Park Lake,Frome,0,0
-289404.0826,6698090.888,56,2016/08/16 11:02:00+01,r7b,1120000,0,0,0,0,172000,13.4,8.39,995,3.76,36,0,0.49,0,0,0,0,0,0,82000,0,0,0,9816,Brixham Road,Malago,1120000,0
-283531.5172,6702054.508,57,2016/08/16 12:02:00+01,r17,0,0,0,0,0,0,18.3,8.38,719,7.74,82.4,0.31,0.35,0,0,0,0,0,0,0,0,0,0,9821,St Anne's Ferry,River Avon,0,0
-283014.091,6707767.996,58,2016/08/18 11:40:00+01,r14,1850,0,0,0,0,0,15.9,8.59,820,8.59,87.1,0,0.4,0,0,0,0,0,0,160,0,0,0,9829,Snuff Mills,Frome,1850,0
-283531.5783,6699580.084,59,2016/09/13 11:53:00+01,r9,56000,0,0,0,0,0,16,8.26,753,8.64,87.7,0,0.37,0,0,0,0,0,0,22000,0,2310,0,9838,Allison Road,Brislington Brook,56000,0
-292540.1792,6711424.004,60,2016/09/15 10:58:00+01,r3a,11700,0,0,0,0,0,15.5,8.41,796,5.12,51.5,0,0.39,0,0,0,0,0,0,2310,0,0,0,9849,Crow Lane,Hazel Brook,11700,0
-283014.091,6707767.996,61,2016/09/15 11:58:00+01,r14,402,0,0,0,0,0,16,8.5,609,9.33,94.7,0,0.3,0,0,0,0,0,0,275,0,0,0,9850,Snuff Mills,Frome,402,0
-284290.0319,6696286.375,62,2016/10/10 13:00:00+01,r8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9858,Lynet Way,Brislington Brook,0,0
-283539.2487,6703423.754,63,2016/10/11 12:03:00+01,r11,0,0,0,0,0,0,0,0,0,0,47.6,0,0,0,0,0,0,0,0,0,0,0,0,9864,St Georges Park,St Georges Park Lake,0,0
-284290.0319,6696286.375,64,2016/11/07 09:45:00+00,r8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9868,Lynet Way,Brislington Brook,0,0
-283531.5172,6702054.508,65,2016/11/07 10:10:00+00,r17,0,0,0,0,0,0,8.3,8.14,754,8.64,73.6,0.34,0.37,0,0,0,0,0,0,0,0,0,0,9870,St Anne's Ferry,River Avon,0,0
-292611.7439,6698558.07,66,2017/02/07 09:49:00+00,r4,0,0,0,0,0,0,6.9,8.85,650,11.69,96.3,0,0.32,0,0,0,0,0,0,0,0,0,0,9887,Silbury Road,Colliter's Brook,0,0
-284290.0319,6696286.375,67,2017/02/07 12:00:00+00,r8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9889,Lynet Way,Brislington Brook,0,0
-292611.7439,6698558.07,68,2017/03/07 09:11:00+00,r4,0,0,0,0,0,0,7,8.91,823,9.95,82.2,0.027,0.4,0,0,0,0,0,0,0,0,0,0,9894,Silbury Road,Colliter's Brook,0,0
-284290.0319,6696286.375,69,2017/03/07 12:00:00+00,r8,0,0,0,0,0,0,0,0,0,12.94,0,0.116,0,0,0,0,0,0,0,0,0,0,0,9896,Lynet Way,Brislington Brook,0,0
-292611.7439,6698558.07,70,2017/04/18 10:30:00+01,r4,0,0,0,0,0,0,7.9,7.96,564,0,0,0.055,0.34,0,0,0,0,0,0,0,0,0,0,9901,Silbury Road,Colliter's Brook,0,0
-283531.5783,6699580.084,71,2017/04/18 11:30:00+01,r9,24196,3873,0,0,0,0,9.6,8.31,761,0,0,0.374,0.37,0,0,0,0,0,0,0,0,0,0,9904,Allison Road,Brislington Brook,24196,3873
-293739.7174,6708986.086,72,2017/04/18 12:10:00+01,r3,2400,473,0,0,0,0,10.7,8.37,882,0,0,0.28,0.44,0,0,0,0,0,0,0,0,0,0,9907,Coombe Dingle,Trym,2400,473
-283531.5783,6699580.084,73,2017/05/23 11:31:00+01,r9,21430,1450,0,0,0,0,13.9,8.72,763,9.1,88.2,0.504,0.38,0,0,0,0,0,0,0,0,0,0,9911,Allison Road,Brislington Brook,21430,1450
-283014.091,6707767.996,74,2017/05/23 09:58:00+01,r14,1090,630,0,0,0,0,13.4,8.59,756,9.86,94.6,0,0.37,0,0,0,0,0,0,0,0,0,0,9923,Snuff Mills,Frome,1090,630
-284290.0319,6696286.375,75,2017/06/26 11:21:00+01,r8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9935,Lynet Way,Brislington Brook,0,0
-283539.2487,6703423.754,76,2017/06/26 12:31:00+01,r11,0,0,0,0,0,0,19.7,8.5,419.7,8.71,95.4,0,0.2,0,0,0,0,0,0,0,0,0,0,9937,St Georges Park,St Georges Park Lake,0,0
-293739.7174,6708986.086,77,2017/06/26 11:10:00+01,r3,8570,960,0,0,0,0,14.2,7.86,852,9.33,91.2,0,0.42,0,0,0,0,0,0,0,0,0,0,9942,Coombe Dingle,Trym,8570,960
-289404.0826,6698090.888,78,2017/09/26 12:27:00+01,r7b,6380,200,0,0,0,0,14.1,7.45,943,6.61,64.5,0,0.47,0,0,0,0,0,0,0,0,0,0,9952,Brixham Road,Malago,6380,200
-283531.5783,6699580.084,79,2017/09/26 13:06:00+01,r9,48840,8860,0,0,0,0,15,7.79,701,9.9,98.3,0.333,0.34,0,0,0,0,0,0,0,0,0,0,9953,Allison Road,Brislington Brook,48840,8860
-292611.7439,6698558.07,80,2017/09/26 11:34:00+01,r4,0,0,0,0,0,0,14,7,972,7.25,70.6,0.062,0.48,0,0,0,0,0,0,0,0,0,0,9954,Silbury Road,Colliter's Brook,0,0
-290357.9935,6709588.918,81,2017/09/27 11:11:00+01,r2a,48840,1090,0,0,0,0,14.5,7.68,801,7.89,77.5,0,0.4,0,0,0,0,0,0,0,0,0,0,9961,Badock's Wood,Trym,48840,1090
-287282.373,6703047.902,82,2017/11/28 12:50:00+00,r14a,0,0,0,0,0,0,7.9,8.04,709,8.04,127.6,0.64,0.35,0,0,0,0,0,0,0,0,0,0,9980,Wade Street,Frome,0,0
-293739.7174,6708986.086,83,2018/01/16 12:17:00+00,r3,24196,4611,0,0,0,0,7.4,7.94,822,11.94,82.6,0.124,0.4,0,0.09,0,0.069230769,0,0,0,0,0,0,9995,Coombe Dingle,Trym,24196,4611
-292611.7439,6698558.07,84,2018/02/06 10:05:00+00,r4,0,0,0,0,0,0,5,7.73,1022,12.38,97.2,0.05,0.5,0,0,0,0,0,0,0,0,0,0,9996,Silbury Road,Colliter's Brook,0,0
-289038.5489,6699277.007,85,2018/03/20 10:58:00+00,r7a,0,0,0,0,0,0,7.7,8.04,994,8.05,67.6,0.145,0.49,0,0.159,0,0.122307692,0,0,0,0,0,0,10004,Cotswold Road,Malago,0,0
-293739.7174,6708986.086,86,2018/03/20 12:25:00+00,r3,12262,4564,0,0,0,0,9.1,8.23,895,9.83,85.5,0.159,0.44,0,0.08,0,0.061538462,0,0,0,0,0,0,10009,Coombe Dingle,Trym,12262,4564
-289038.5489,6699277.007,87,2018/04/19 11:14:00+01,r7a,0,0,0,0,0,0,10.8,8.05,875,11.12,100.6,0.05,0.43,0,0,0,0,0,0,0,0,0,0,10011,Cotswold Road,Malago,0,0
-287282.373,6703047.902,88,2018/04/19 12:22:00+01,r14a,0,0,0,0,0,0,11.4,8.36,812,11.51,117.4,0.05,0.4,0,0,0,0,0,0,0,0,0,0,10015,Wade Street,Frome,0,0
-289404.0826,6698090.888,89,2018/05/23 11:27:00+01,r7b,12262,870,0,0,0,0,12.9,8.19,943,8.94,85,0,0.47,0,0,0,0,0,0,0,0,0,0,10019,Brixham Road,Malago,12262,870
-289038.5489,6699277.007,90,2018/06/26 10:55:00+01,r7a,0,0,0,0,0,0,17.5,8.05,13.3,10.4,108.8,0.31,0,0,0.286,0,0.22,0,0,0,0,0,0,10043,Cotswold Road,Malago,0,0
-290357.9935,6709588.918,91,2018/06/27 10:47:00+01,r2a,48392,20924,0,0,0,0,15.8,8.34,725,9.17,9.17,0,0.36,0,0,0,0,0,0,0,0,0,0,10049,Badock's Wood,Trym,48392,20924
-284290.0319,6696286.375,92,2018/07/24 11:40:00+01,r8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10065,Lynet Way,Brislington Brook,0,0
-284635.2396,6706106.607,93,2018/07/26 12:12:00+01,r13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10077,Eastville Park Lake,Frome,0,0
-284635.2396,6706106.607,94,2018/07/26 12:17:00+01,r13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10078,Eastville Park Lake,Frome,0,0
-283531.5783,6699580.084,95,2018/08/23 12:10:00+01,r9,241960,51720,0,0,0,0,17.2,7.96,304.3,8.31,86.4,0.325,0.15,0,0.078,0,0.06,0,0,0,0,0,0,10083,Allison Road,Brislington Brook,241960,51720
-283531.5172,6702054.508,96,2018/08/23 12:15:00+01,r17,0,0,0,0,0,0,19.2,8,720,7.04,0,0.328,0.35,0,0.137,0,0.105384615,0,0,0,0,0,0,10087,St Anne's Ferry,River Avon,0,0
-283539.2487,6703423.754,97,2018/08/23 12:35:00+01,r11,0,0,0,0,0,0,17.6,8.52,272.5,4.43,65.3,0,0.13,0,0,0,0,0,0,0,0,0,0,10090,St Georges Park,St Georges Park Lake,0,0
-289727.56,6695816.793,98,2018/09/19 11:24:00+01,r5,28722,1772,0,0,0,0,16.1,7.62,725,5.85,0,0,0.36,0,0,0,0,0,0,0,0,0,0,10206,Crox Bottom,Pigeonhouse Stream,28722,1772
-283539.2487,6703423.754,99,2018/09/19 12:50:00+01,r11,0,0,0,0,0,0,17.3,8.38,302.9,7.27,0,0,0.14,0,0,0,0,0,0,0,0,0,0,10209,St Georges Park,St Georges Park Lake,0,0
-289186.4951,6701627.563,100,2018/11/13 10:33:59+00,d4,0,0,6896,476,0,0,9.6,7.81,751,9.59,84.4,0,0.37,0,0,0,0,0,0,0,0,0,0,10250,St Augustines Reach,Floating Harbour,6896,476
-288531.5121,6701217.017,101,2018/11/13 10:44:46+00,d18,0,0,12796,1486,0,0,9.6,7.87,618,10.34,90.9,0,0.3,0,0,0,0,0,0,0,0,0,0,10252,Redcliffe Bridge,Floating Harbour,12796,1486
-284389.19,6701650.563,102,2018/11/13 11:03:00+00,d99,0,0,9222,1588,0,0,9.7,7.59,619,10.48,92.3,0,0.3,0,0,0,0,0,0,0,0,0,0,10255,Netham Lock,Feeder Canal,9222,1588
-289036.1314,6701008.409,103,2018/10/23 09:30:00+01,d5,0,0,4564,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10281,Prince Street Bridge,Floating Harbour,4564,728
-288531.5121,6701217.017,104,2018/10/23 09:32:00+01,d18,0,0,4196,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10282,Redcliffe Bridge,Floating Harbour,4196,1042
-288089.3701,6702158.398,105,2018/09/19 11:45:00+01,d32,0,0,0,0,0,0,18.1,8.32,707,7.87,0,0,0.35,0,0,0,0,0,0,0,0,0,0,10380,Castle tunnel,Floating Harbour,0,0
-284389.19,6701650.563,106,2018/09/19 12:03:00+01,d99,0,0,0,0,0,0,17.9,8.35,716,7.77,0,0,0.35,0,0,0,0,0,0,0,0,0,0,10381,Netham Lock,Feeder Canal,0,0
-284389.19,6701650.563,107,2018/12/11 09:46:10+00,d99,0,0,18416,4128,0,0,8.6,7.68,644,11.71,100.5,0,0.31,0,0,0,0,0,0,0,0,0,0,10388,Netham Lock,Feeder Canal,18416,4128
-291293.9654,6700743.108,108,2019/01/15 10:39:00+00,d1,0,0,2934,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10397,Baltic Wharf,Floating Harbour,2934,602
-289036.1314,6701008.409,109,2019/01/22 09:59:00+00,d5,0,0,5206,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10407,Prince Street Bridge,Floating Harbour,5206,1276
-289186.4951,6701627.563,110,2019/02/19 10:18:00+00,d4,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10425,St Augustines Reach,Floating Harbour,0,0
-289186.4951,6701627.563,111,2019/03/19 10:07:00+00,d4,0,0,0,0,0,0,9.2,7.8,627,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,10434,St Augustines Reach,Floating Harbour,0,0
-290295.4778,6701170.247,112,2019/04/23 11:56:00+01,d2,0,0,0,0,0,0,14.6,9.93,1273,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,10451,S.S. Great Britain,Floating Harbour,0,0
-289186.4951,6701627.563,113,2019/04/23 09:38:00+01,d4,0,0,602,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10456,St Augustines Reach,Floating Harbour,602,220
-290295.4778,6701170.247,114,2019/04/23 12:40:00+01,d2,0,0,2900,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10460,S.S. Great Britain,Floating Harbour,2900,150
-289036.1314,6701008.409,115,2019/07/16 10:42:31+01,d5,0,0,0,0,0,0,20.9,7.98,771,6.4,0,0,0.38,0,0,0,0,0,0,0,0,0,0,10471,Prince Street Bridge,Floating Harbour,0,0
-288531.5121,6701217.017,116,2019/05/14 11:15:00+01,d18,780,400,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10483,Redcliffe Bridge,Floating Harbour,780,400
-284389.19,6701650.563,117,2019/05/21 12:12:00+01,d99,6000,850,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10492,Netham Lock,Feeder Canal,6000,850
-289036.1314,6701008.409,118,2019/05/28 10:05:00+01,d5,900,200,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10495,Prince Street Bridge,Floating Harbour,900,200
-288531.5121,6701217.017,119,2019/05/28 10:15:00+01,d18,1800,700,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10496,Redcliffe Bridge,Floating Harbour,1800,700
-288089.3701,6702158.398,120,2019/06/18 11:44:00+01,d32,4000,720,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10508,Castle tunnel,Floating Harbour,4000,720
-289036.1314,6701008.409,121,2019/06/18 11:27:00+01,d5,3700,670,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10509,Prince Street Bridge,Floating Harbour,3700,670
-288457.3322,6701943.483,122,2019/06/18 11:40:00+01,d9,3900,690,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10510,Bristol Bridge,Floating Harbour,3900,690
-291720.9616,6700950.118,123,2019/06/18 11:00:00+01,d13,2900,700,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10512,Cumberland Basin (centre),Floating Harbour,2900,700
-288531.5121,6701217.017,124,2019/06/25 10:25:00+01,d18,3200,500,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10517,Redcliffe Bridge,Floating Harbour,3200,500
-289036.1314,6701008.409,125,2019/07/09 09:33:00+01,d5,600,250,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10524,Prince Street Bridge,Floating Harbour,600,250
-291293.9654,6700743.108,126,2019/07/16 10:12:00+01,d1,100,60,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10526,Baltic Wharf,Floating Harbour,100,60
